Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Verdiana Mineo,F,SBD,Raw,30,24-34,24-39,Open,75.45,76,187.5,197.5,-202.5,,197.5,107.5,110,-112.5,,110,185,-195,-195,,185,492.5,10,478.17,466.45,410.22,97.43,Yes,Italy,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Friðbjörn Bragi Hlynsson,M,SBD,Raw,30.5,24-34,24-39,Open,82.65,83,-240,240,-252.5,,240,150,157.5,162.5,,162.5,260,270,280,,280,682.5,17,461.85,456.71,439.41,94.68,Yes,Iceland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Clara Peyraud,F,SBD,Raw,20,20-23,19-23,Open,68.55,69,165,172.5,177.5,,177.5,102.5,107.5,110,,110,205,215,-227.5,,215,502.5,4,514.20,507.26,447.35,104.49,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Nicolas Peyraud,M,SBD,Raw,22.5,20-23,19-23,Open,110.25,120,305,320,-325,,320,202.5,210,212.5,,212.5,325,-345,350,,350,882.5,4,522.23,518.99,496.05,106.54,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Jack Söderberg,M,SBD,Raw,25.5,24-34,24-39,Open,82.7,83,250,262.5,270,,270,182.5,190,-195,,190,275,287.5,292.5,,292.5,752.5,7,509.04,503.38,484.29,104.36,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Vilma Olsson,F,SBD,Raw,23,20-23,19-23,Open,72.75,76,200,205,210,,210,110,115,117.5,,117.5,190,-202.5,-210,,190,517.5,5,512.32,501.66,441.75,104.24,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Arna Ösp Gunnarsdóttir,F,SBD,Raw,26.5,24-34,24-39,Open,62.7,63,137.5,142.5,-145,,142.5,82.5,-85,-85,,82.5,-172.5,172.5,175,,175,400,15,431.46,431.14,380.73,87.78,Yes,Iceland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Sara Naldi,F,SBD,Raw,23.5,24-34,24-39,Open,61.65,63,167.5,-177.5,177.5,,177.5,97.5,100,-102.5,,100,200,210,-212.5,,210,487.5,4,531.33,532.26,470.12,108.18,Yes,Italy,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Amélie Mierger,F,SBD,Raw,29.5,24-34,24-39,Open,147.75,84+,237.5,242.5,245,,245,158,163,-166.5,,163,230,-237.5,-240,,230,638,3,492.15,491.80,413.18,106.55,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Pantea Supanetz,F,SBD,Raw,31.5,24-34,24-39,Open,62.35,63,162.5,167.5,172.5,,172.5,105,110,-112.5,,110,190,-197.5,-197.5,,190,472.5,5,511.41,511.46,451.68,104.07,Yes,Austria,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Shizuka Rico,F,SBD,Raw,27,24-34,24-39,Open,51.45,52,152.5,157.5,160,,160,75,77.5,-80,,77.5,185,-190,-190,,185,422.5,4,518.82,531.04,470.92,107.67,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Emil Norling,M,SBD,Raw,25.5,24-34,24-39,Open,104.75,105,-330,330,337.5,,337.5,190,197.5,-202.5,,197.5,340,362.5,377.5,,377.5,912.5,1,550.86,545.73,521.11,112.79,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
René Hofer,M,SBD,Raw,24.5,24-34,24-39,Open,92.25,93,265,280,-285,,280,160,165,167.5,,167.5,305,320,-327.5,,320,767.5,16,490.24,484.01,463.39,100.80,Yes,Austria,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Corentin Clément,M,SBD,Raw,22,20-23,19-23,Open,104.85,105,-315,315,325,,325,200,-205,-205,,200,340,-360,-362.5,,340,865,5,521.98,517.14,493.82,106.87,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Panagiotis Tarinidis,M,SBD,Raw,27,24-34,24-39,Open,66,66,235,245,250,,250,155,-160,-160,,155,265,-277.5,-282.5,,265,670,5,524.96,526.08,511.20,104.44,Yes,France,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Emelie Leach,F,SBD,Raw,28.5,24-34,24-39,Open,153,84+,237.5,245,252.5,,252.5,135,140,145,,145,242.5,250,-272.5,,250,647.5,2,499.06,497.51,416.43,107.83,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Isabel Carina Nakken Cloin,F,SBD,Raw,33.5,24-34,24-39,Open,109.25,84+,205,-215,220,,220,110,115,120,,120,220,-235,-242.5,,220,560,8,462.68,455.98,388.24,97.75,Yes,Norway,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Marte Kjenner,F,SBD,Raw,32.5,24-34,24-39,Open,68.65,69,180,190,197.5,,197.5,115,-120,120,,120,205,215,-225,,215,532.5,2,544.45,536.99,473.55,110.63,Yes,Norway,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Signe Elisabeth Belden,F,SBD,Raw,38.5,35-39,24-39,Open,62.6,63,162.5,170,175,,175,102.5,-105,105,,105,-182.5,187.5,-192.5,,187.5,467.5,6,504.76,504.51,445.52,102.70,Yes,Norway,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Matteo Moretto,M,SBD,Raw,33.5,24-34,24-39,Open,82.15,83,275,287.5,-292.5,,287.5,180,187.5,-190,,187.5,265,-280,-280,,265,740,9,502.48,497.00,478.30,102.97,Yes,Italy,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Donna Berglund,F,SBD,Raw,24.5,24-34,24-39,Open,56.75,57,142.5,150,152.5,,152.5,110,115,123,,123,-150,150,155,,155,430.5,6,494.64,501.27,443.28,101.31,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Dalida Mari,F,SBD,Raw,34.5,24-34,24-39,Open,51.55,52,142.5,150,152.5,,152.5,80,-82.5,-82.5,,80,140,150,-162.5,,150,382.5,9,469.06,480.05,425.66,97.31,Yes,Italy,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Iris Scholten,F,SBD,Raw,29.5,24-34,24-39,Open,62.45,63,182.5,192.5,-197.5,,192.5,110,117.5,120,,120,182.5,192.5,-195,,192.5,505,3,546.05,545.97,482.15,111.12,Yes,Netherlands,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Pleun Dekkers,F,SBD,Raw,27.5,24-34,24-39,Open,51.75,52,157.5,165.5,168.5,,168.5,82.5,-85,85,,85,162.5,170,-172.5,,170,423.5,2,517.94,529.92,469.81,107.38,Yes,Netherlands,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Stine Hamre,F,SBD,Raw,26.5,24-34,24-39,Open,75.95,76,167.5,177.5,182.5,,182.5,100,-105,-105,,100,175,190,-195,,190,472.5,12,457.17,445.69,391.85,93.19,Yes,Norway,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Gustav Hedlund,M,SBD,Raw,26.5,24-34,24-39,Open,92.5,93,290,307.5,317.5,,317.5,195,207.5,-212.5,,207.5,330,340,-350,,340,865,5,551.79,544.78,521.52,113.46,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Tanno de Pender,M,SBD,Raw,29.5,24-34,24-39,Open,103.68,105,270,-282.5,282.5,,282.5,192.5,200,-205,,200,300,317.5,-325,,317.5,800,9,484.97,480.21,458.53,99.36,Yes,Netherlands,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Rob Esselens,M,SBD,Raw,27,24-34,24-39,Open,92.55,93,255,270,275,,275,170,177.5,182.5,,182.5,270,285,292.5,,292.5,750,19,478.31,472.23,452.06,98.35,Yes,Belgium,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Carl Petter Sommerseth,M,SBD,Raw,36.5,35-39,24-39,Open,119.2,120,292.5,302.5,312.5,,312.5,210,217.5,-220,,217.5,310,337.5,360,,360,890,3,512.28,512.48,491.06,103.76,Yes,Norway,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Birgit Rós Becker,F,SBD,Raw,32.5,24-34,24-39,Open,75.8,76,170,180,-185,,180,87.5,92.5,-97.5,,92.5,175,190,-195,,190,462.5,13,447.96,436.79,384.06,91.30,Yes,Iceland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Eddie Berglund,M,SBD,Raw,27,24-34,24-39,Open,66,66,240,250,-260,,250,195,-202.5,202.5,,202.5,240,250,257.5,,257.5,710,1,556.30,557.49,541.72,110.68,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Stina Lindell,F,SBD,Raw,33.5,24-34,24-39,Open,62.5,63,157.5,160,-162.5,,160,92.5,97.5,100,,100,167.5,175,180,,180,440,9,475.54,475.41,419.83,96.76,Yes,Finland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Māris Juzups,M,SBD,Raw,33.5,24-34,24-39,Open,119.5,120,315,-332.5,,,315,205,-215,,,205,125,,,,125,645,15,370.94,371.19,355.68,75.12,Yes,Latvia,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Alexander Eriksson #1,M,SBD,Raw,27.5,24-34,24-39,Open,73.8,74,230,242.5,247.5,,247.5,157.5,165,167.5,,167.5,272.5,287.5,-305,,287.5,702.5,7,509.26,506.29,489.54,103.28,Yes,Sweden,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Viktor Samúelsson,M,SBD,Raw,28.5,24-34,24-39,Open,104.5,105,272.5,282.5,-292.5,,282.5,185,195,-200,,195,300,315,-330,,315,792.5,12,478.88,474.36,452.95,98.06,Yes,Iceland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Jari Saario,M,SBD,Raw,36.5,35-39,24-39,Open,145.6,120+,340,-355,-357.5,,340,190,-195,-195,,190,340,355,-365,,355,885,6,479.77,491.73,465.94,95.00,Yes,Finland,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Steve Ringoot,M,SBD,Raw,32,24-34,24-39,Open,149.25,120+,320,340,-350,,340,225,230,-232.5,,230,315,330,-340,,330,900,4,484.64,498.32,471.35,95.70,Yes,Belgium,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Mathilde Østergaard,F,SBD,Raw,27.5,24-34,24-39,Open,56.6,57,-127.5,127.5,137.5,,137.5,72.5,-77.5,77.5,,77.5,150,162.5,-172.5,,162.5,377.5,10,434.50,440.47,389.53,89.02,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Lisette I Hansen,F,SBD,Raw,33,24-34,24-39,Open,46.55,47,107.5,-115,115,,115,60,65,-67.5,,65,132.5,-140,-140,,132.5,312.5,5,412.48,423.19,377.54,87.46,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Jens Peter Smalbro,M,SBD,Raw,27.5,24-34,24-39,Open,119.25,120,280,300,312.5,,312.5,162.5,170,175,,175,320,340,-347.5,,340,827.5,12,476.24,476.45,456.53,96.46,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Maja Bonde,F,SBD,Raw,28.5,24-34,24-39,Open,74.85,76,165,-175,175,,175,92.5,97.5,-100,,97.5,190,200,205,,205,477.5,11,465.57,454.50,399.83,94.83,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Oda Jystad Jensen,F,SBD,Raw,25.5,24-34,24-39,Open,51.5,52,105,110,-115,,110,82.5,-85,85,,85,130,140,-145,,140,335,11,411.09,420.75,373.10,85.30,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Emma Arusyak Badalyan,F,SBD,Raw,28.5,24-34,24-39,Open,62.5,63,165,172.5,-180,,172.5,80,85,-90,,85,150,160,167.5,,167.5,425,10,459.32,459.20,405.52,93.46,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Mia Schjøtt Irving,F,SBD,Raw,23.5,24-34,24-39,Open,68.35,69,150,160,165,,165,77.5,82.5,-85,,82.5,185,195,-202.5,,195,442.5,11,453.56,447.62,394.77,92.16,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Matti Christensen,M,SBD,Raw,26.5,24-34,24-39,Open,73.85,74,242.5,250,255,,255,187.5,195,197.5,,197.5,220,227.5,-232.5,,227.5,680,10,492.73,489.84,473.61,99.94,Yes,Denmark,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Martina Malzová,F,SBD,Raw,26.5,24-34,24-39,Open,56.75,57,135,145,,,145,70,75,-77.5,,75,182.5,-185,-197.5,,182.5,402.5,9,462.47,468.67,414.45,94.73,Yes,Czechia,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Barbora Josková,F,SBD,Raw,24.5,24-34,24-39,Open,66.35,69,145,152.5,155,,155,95,100,-102.5,,100,180,-190,-195,,180,435,13,453.60,449.52,396.65,92.17,Yes,Czechia,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Martin Hladík,M,SBD,Raw,27.5,24-34,24-39,Open,73.65,74,217.5,225,-232.5,,225,132.5,137.5,-142.5,,137.5,265,275,-285,,275,637.5,13,462.75,460.11,444.92,93.82,Yes,Czechia,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Ivana Horná,F,SBD,Raw,31.5,24-34,24-39,Open,68.15,69,170,177.5,182.5,,182.5,100,105,110,,110,200,210,220,,220,512.5,3,526.19,519.50,458.19,106.92,Yes,Slovakia,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Lisa Kitagawa,F,SBD,Raw,30.5,24-34,24-39,Open,73.8,76,152.5,162.5,-165,,162.5,80,82.5,85,,85,187.5,195,-197.5,,195,442.5,18,434.70,424.98,374.05,88.49,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Kyle Graham,M,SBD,Raw,23.5,24-34,24-39,Open,82.2,83,277.5,290,-300,,290,140,145,-147.5,,145,295,-315,315,,315,750,8,509.10,503.53,484.58,104.33,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Kafui Hotsonyame,M,SBD,Raw,28.5,24-34,24-39,Open,81.9,83,250,262.5,270,,270,157.5,162.5,167.5,,167.5,300,317.5,325,,325,762.5,6,518.66,513.06,493.82,106.27,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Benjamin Yu,M,SBD,Raw,32.5,24-34,24-39,Open,58.55,59,165,172.5,-177.5,,172.5,-130,-130,130,,130,190,-202.5,-202.5,,190,492.5,5,424.23,429.65,420.14,81.83,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Blake Barrett #1,M,SBD,Raw,24,24-34,24-39,Open,73.85,74,247.5,-260,260,,260,155,162.5,167.5,,167.5,287.5,300,-305,,300,727.5,5,527.15,524.06,506.70,106.92,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Danielle Philibert,F,SBD,Raw,29,24-34,24-39,Open,80.9,84,195,202.5,-205,,202.5,115,122.5,-125,,122.5,200,210,215,,215,540,3,506.00,491.07,430.38,103.54,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Thomas Gear,M,SBD,Raw,31.5,24-34,24-39,Open,91.45,93,240,252.5,262.5,,262.5,190,-197.5,197.5,,197.5,300,-315,317.5,,317.5,777.5,12,498.75,492.40,471.60,102.55,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Matthew Lewis Vena,M,SBD,Raw,23.5,24-34,24-39,Open,91.9,93,275,287.5,292.5,,292.5,150,157.5,162.5,,162.5,290,-300,-300,,290,745,20,476.75,470.69,450.71,98.03,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Bryce Krawczyk,M,SBD,Raw,34,24-34,24-39,Open,118.05,120,292.5,310,317.5,,317.5,170,180,185,,185,357.5,372.5,-390,,372.5,875,6,505.30,505.03,483.82,102.45,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Nicole Coopoosamy,F,SBD,Raw,28.5,24-34,24-39,Open,75.35,76,150,160,-162.5,,160,80,90,-92.5,,90,187.5,197.5,-202.5,,197.5,447.5,16,434.79,424.18,373.06,88.59,Yes,South Africa,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Brittany Schlater,F,SBD,Raw,30.5,24-34,24-39,Open,112.6,84+,225,232.5,240,,240,125,132.5,137.5,,137.5,240,-252.5,-260.5,,240,617.5,4,505.10,499.68,424.88,107.11,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Emily zur Linden,F,SBD,Raw,34.5,24-34,24-39,Open,61.2,63,162.5,170,-177.5,,170,92.5,97.5,-100,,97.5,175,185,192.5,,192.5,460,7,503.64,505.07,446.14,102.58,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Evie Corrigan,F,SBD,Raw,26,24-34,24-39,Open,56.65,57,160,-167.5,167.5,,167.5,95,100,102.5,,102.5,187.5,-197.5,200,,200,470,4,540.66,548.02,484.64,110.76,Yes,New Zealand,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Megan-Li Smith,F,SBD,Raw,26,24-34,24-39,Open,51.55,52,147.5,155,160,,160,77.5,80,-82.5,,80,-172.5,172.5,-185,,172.5,412.5,5,505.85,517.70,459.05,104.94,Yes,New Zealand,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Erik Willis,M,SBD,Raw,31.5,24-34,24-39,Open,119.45,120,-290,-290,290,,290,220,235,-240,,235,330,-357.5,-367.5,,330,855,9,491.79,492.09,471.53,99.59,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Jessica Buettner,F,SBD,Raw,27,24-34,24-39,Open,75.25,76,205,213.5,218.5,,218.5,97.5,102.5,105,,105,240,249,261.5,,261.5,585,1,568.78,554.97,488.12,115.88,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Stef Kean,F,SBD,Raw,35.5,35-39,24-39,Open,51.2,52,155,161.5,162.5,,162.5,67.5,75,80,,80,150,162.5,180,,180,422.5,3,520.59,533.03,472.78,108.13,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Simone Lai,F,SBD,Raw,30.5,24-34,24-39,Open,46.7,47,140,-145,-145,,140,-75,75,-77.5,,75,140,147.5,152.5,,152.5,367.5,3,483.92,496.53,442.85,102.52,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Maria Htee,F,SBD,Raw,33.5,24-34,24-39,Open,56.15,57,170,-180,-180,,170,92.5,95,-97.5,,95,187.5,195,-200,,195,460,5,532.25,540.10,477.72,109.14,Yes,Canada,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Francois Maritz,M,SBD,Raw,28.5,24-34,24-39,Open,118.65,120,320,-340,340,,340,-210,210,-220,,210,315,-325,-325,,315,865,7,498.66,498.64,477.75,101.05,Yes,South Africa,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Rogerio Almeida de Sousa,M,SBD,Raw,26.5,24-34,24-39,Open,104.15,105,282.5,295,297.5,,297.5,182.5,192.5,-197.5,,192.5,280,-302.5,302.5,,302.5,792.5,11,479.53,474.93,453.49,98.22,Yes,Brazil,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Mayara Rocha Soares,F,SBD,Raw,29.5,24-34,24-39,Open,46.8,47,115,117.5,120,,120,60,62.5,-65,,62.5,120,-125,-125,,120,302.5,7,397.70,408.08,363.90,84.21,Yes,Brazil,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Marina Garcia de Almeida,F,SBD,Raw,31.5,24-34,24-39,Open,82.9,84,180,190,-195,,190,105,-110,-110,,105,220,-232.5,-235,,220,515,6,476.87,462.33,404.56,97.77,Yes,Brazil,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Anastasia Hein,F,SBD,Raw,28.5,24-34,24-39,Open,55.8,57,140,145,150,,150,-87.5,87.5,-92.5,,87.5,167.5,172.5,175,,175,412.5,8,479.27,486.71,430.55,98.34,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Sarah Klein #1,F,SBD,Raw,34,24-34,24-39,Open,50.75,52,130,135,137.5,,137.5,75,80,-82.5,,80,162.5,170,175,,175,392.5,8,486.64,498.54,442.36,101.24,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Barbara Gapp,F,SBD,Raw,40.5,40-44,40-49,Open,51.7,52,-117.5,117.5,-125,,117.5,65,-67.5,-67.5,,65,175,-187.5,,,175,357.5,10,437.52,447.67,396.91,90.72,Yes,Austria,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Pijus Alisauskas,M,SBD,Raw,23.5,24-34,24-39,Open,83,83,240,252.5,257.5,,257.5,175,180,185,,185,260,277.5,285,,285,727.5,11,491.13,485.61,467.12,100.71,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Sonia Gonçalves Da Silva,F,SBD,Raw,25,24-34,24-39,Open,67.15,69,160,167.5,170,,170,85,90,92.5,,92.5,185,195,-200,,195,457.5,10,473.74,468.68,413.48,96.26,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Pascal Suckow,M,SBD,Raw,33,24-34,24-39,Open,92.25,93,280,295,-302.5,,295,170,175,180,,180,295,315,-325,,315,790,9,504.61,498.20,476.98,103.76,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
Lea Schreiner,F,SBD,Raw,27,24-34,24-39,Open,76.85,84,170,177.5,182.5,,182.5,95,100,102.5,,102.5,197.5,207.5,210,,210,495,7,476.02,463.58,407.38,97.09,Yes,Germany,,IPF,IPF,2022-06-06,South Africa,,Sun City,World Classic Powerlifting Championships,Yes
